Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-104000,2021-03-24,2021-03-28,Second Class,CUST-3043,Customer 64,Home Office,United States,New York City,Florida,32128,South,PROD-3380,Office Supplies,Binders,Product 281,622.17,8,0.05,133.43
ORD-104001,2022-06-06,2022-06-11,Second Class,CUST-3610,Customer 540,Corporate,United States,New York City,New York,23327,South,PROD-8909,Office Supplies,Binders,Product 39,968.66,4,0.2,-5.67
ORD-104002,2022-05-05,2022-05-12,Second Class,CUST-6726,Customer 206,Consumer,United States,Houston,Illinois,91545,Central,PROD-5645,Technology,Phones,Product 78,273.43,2,0.05,54.06
ORD-104003,2024-07-02,2024-07-04,Second Class,CUST-5061,Customer 878,Consumer,United States,Houston,Illinois,81593,East,PROD-3359,Technology,Phones,Product 370,942.03,3,0.05,90.99
ORD-104004,2024-09-19,2024-09-22,Standard Class,CUST-4214,Customer 303,Home Office,United States,Miami,Illinois,32848,Central,PROD-3109,Technology,Machines,Product 277,582.99,1,0.05,84.8
ORD-104005,2021-04-09,2021-04-16,First Class,CUST-2711,Customer 40,Home Office,United States,Houston,Florida,93594,South,PROD-1749,Technology,Accessories,Product 318,811.12,5,0.0,167.86
ORD-104006,2022-09-02,2022-09-04,Second Class,CUST-5198,Customer 850,Consumer,United States,Miami,New York,36278,Central,PROD-6128,Office Supplies,Accessories,Product 96,311.28,10,0.1,48.55
ORD-104007,2024-09-29,2024-09-30,Same Day,CUST-3777,Customer 402,Corporate,United States,New York City,Texas,96835,South,PROD-4447,Technology,Copiers,Product 347,514.51,7,0.2,-53.07
ORD-104008,2022-05-25,2022-05-31,Standard Class,CUST-5630,Customer 243,Consumer,United States,New York City,California,91163,Central,PROD-2388,Furniture,Tables,Product 442,765.25,8,0.05,51.79
ORD-104009,2021-02-11,2021-02-16,Standard Class,CUST-3327,Customer 866,Home Office,United States,Houston,Illinois,94759,West,PROD-8921,Furniture,Bookcases,Product 72,514.44,3,0.2,-67.92
ORD-104010,2022-09-14,2022-09-16,Second Class,CUST-2474,Customer 707,Consumer,United States,Chicago,New York,37206,East,PROD-5567,Furniture,Tables,Product 85,832.07,5,0.2,53.02
ORD-104011,2024-07-22,2024-07-27,Standard Class,CUST-8968,Customer 713,Home Office,United States,Houston,Illinois,32835,South,PROD-1197,Office Supplies,Paper,Product 484,954.22,3,0.05,177.07
ORD-104012,2021-01-14,2021-01-16,Same Day,CUST-6408,Customer 333,Home Office,United States,Chicago,Texas,49748,South,PROD-6551,Furniture,Chairs,Product 87,496.91,1,0.0,53.73
ORD-104013,2022-08-25,2022-08-27,Standard Class,CUST-8839,Customer 549,Corporate,United States,New York City,California,23280,West,PROD-2418,Office Supplies,Storage,Product 94,351.08,4,0.05,83.98
ORD-104014,2023-04-13,2023-04-15,First Class,CUST-1235,Customer 813,Corporate,United States,Houston,California,38667,Central,PROD-9689,Office Supplies,Accessories,Product 233,71.92,9,0.2,1.23
ORD-104015,2021-09-12,2021-09-18,Second Class,CUST-9575,Customer 470,Consumer,United States,Chicago,California,57330,West,PROD-9628,Office Supplies,Paper,Product 439,488.48,4,0.05,14.0
ORD-104016,2021-04-19,2021-04-21,First Class,CUST-8229,Customer 113,Consumer,United States,New York City,New York,96099,Central,PROD-5308,Office Supplies,Storage,Product 436,362.9,8,0.2,-26.27
ORD-104017,2024-09-24,2024-10-01,Standard Class,CUST-7845,Customer 253,Corporate,United States,Los Angeles,Texas,30810,Central,PROD-6091,Furniture,Bookcases,Product 53,920.99,5,0.0,187.73
ORD-104018,2022-12-29,2022-12-31,First Class,CUST-2896,Customer 736,Home Office,United States,New York City,Florida,11669,Central,PROD-6280,Technology,Phones,Product 51,885.01,9,0.2,-22.84
ORD-104019,2022-01-21,2022-01-28,Standard Class,CUST-5630,Customer 455,Consumer,United States,New York City,New York,10112,South,PROD-9800,Office Supplies,Storage,Product 200,294.1,1,0.05,3.22
ORD-104020,2022-02-16,2022-02-23,Second Class,CUST-8253,Customer 176,Home Office,United States,Miami,New York,27681,Central,PROD-7379,Furniture,Chairs,Product 415,74.44,2,0.1,-2.58
ORD-104021,2022-10-24,2022-10-28,First Class,CUST-9003,Customer 531,Home Office,United States,New York City,Texas,74257,Central,PROD-2630,Furniture,Bookcases,Product 66,725.18,3,0.2,-86.36
ORD-104022,2023-09-16,2023-09-23,Standard Class,CUST-9187,Customer 619,Corporate,United States,Los Angeles,California,56188,Central,PROD-5344,Furniture,Tables,Product 116,382.9,8,0.0,37.45
ORD-104023,2023-03-02,2023-03-04,Second Class,CUST-7114,Customer 445,Corporate,United States,New York City,Florida,19543,Central,PROD-9445,Technology,Machines,Product 406,863.05,8,0.1,135.46
ORD-104024,2024-03-22,2024-03-26,Same Day,CUST-4128,Customer 169,Consumer,United States,Chicago,Florida,29732,East,PROD-7614,Office Supplies,Paper,Product 412,108.37,1,0.0,10.72
ORD-104025,2024-07-04,2024-07-06,Same Day,CUST-6266,Customer 645,Consumer,United States,Los Angeles,Illinois,38815,South,PROD-6951,Office Supplies,Accessories,Product 63,864.05,3,0.05,158.38
ORD-104026,2024-11-05,2024-11-11,Second Class,CUST-8743,Customer 89,Corporate,United States,New York City,New York,24883,East,PROD-8243,Furniture,Furnishings,Product 218,513.42,3,0.05,22.8
ORD-104027,2022-03-04,2022-03-11,Second Class,CUST-9018,Customer 807,Corporate,United States,Houston,New York,67265,South,PROD-5590,Office Supplies,Paper,Product 322,321.67,1,0.2,-42.76
ORD-104028,2023-04-29,2023-05-05,First Class,CUST-8739,Customer 588,Consumer,United States,New York City,Texas,49500,Central,PROD-3204,Technology,Machines,Product 485,44.99,8,0.1,2.49
ORD-104029,2024-02-19,2024-02-26,First Class,CUST-4318,Customer 915,Consumer,United States,Los Angeles,Florida,60957,South,PROD-6573,Furniture,Tables,Product 234,875.65,10,0.2,41.82
ORD-104030,2021-03-22,2021-03-25,Standard Class,CUST-8219,Customer 576,Home Office,United States,Houston,California,97801,South,PROD-7232,Furniture,Tables,Product 345,411.48,4,0.1,26.8
ORD-104031,2024-06-20,2024-06-25,Second Class,CUST-9725,Customer 114,Corporate,United States,Los Angeles,California,78306,West,PROD-5995,Office Supplies,Binders,Product 75,464.78,7,0.2,-7.73
ORD-104032,2021-11-01,2021-11-03,Same Day,CUST-1572,Customer 908,Home Office,United States,Miami,Illinois,56493,West,PROD-8944,Office Supplies,Paper,Product 352,901.63,6,0.05,15.83
ORD-104033,2024-07-13,2024-07-14,Same Day,CUST-8031,Customer 836,Corporate,United States,Chicago,California,29933,East,PROD-1980,Furniture,Chairs,Product 49,971.99,10,0.05,197.49
ORD-104034,2021-03-12,2021-03-18,First Class,CUST-2337,Customer 541,Consumer,United States,Miami,New York,49347,Central,PROD-3427,Furniture,Tables,Product 177,591.73,4,0.05,126.56
ORD-104035,2023-04-07,2023-04-13,Same Day,CUST-2268,Customer 543,Corporate,United States,Miami,New York,37494,Central,PROD-2097,Technology,Copiers,Product 12,551.79,5,0.0,143.53
ORD-104036,2021-07-17,2021-07-18,Same Day,CUST-8284,Customer 122,Home Office,United States,Los Angeles,Florida,30527,Central,PROD-5189,Furniture,Furnishings,Product 424,631.38,3,0.0,51.8
ORD-104037,2024-02-02,2024-02-06,First Class,CUST-2076,Customer 606,Home Office,United States,Houston,Florida,69163,East,PROD-1448,Technology,Accessories,Product 384,905.79,6,0.05,47.27
ORD-104038,2023-09-14,2023-09-15,First Class,CUST-3415,Customer 159,Home Office,United States,Miami,New York,47778,South,PROD-8486,Furniture,Bookcases,Product 59,664.49,6,0.05,36.93
ORD-104039,2021-03-23,2021-03-30,Standard Class,CUST-2400,Customer 681,Corporate,United States,New York City,Florida,19972,West,PROD-7100,Technology,Machines,Product 254,501.13,4,0.1,-5.53
ORD-104040,2024-07-07,2024-07-12,Same Day,CUST-5735,Customer 2,Consumer,United States,New York City,New York,23920,South,PROD-3748,Furniture,Chairs,Product 264,57.98,2,0.05,5.61
ORD-104041,2024-02-26,2024-03-02,First Class,CUST-1749,Customer 860,Consumer,United States,Houston,Florida,67986,Central,PROD-4040,Office Supplies,Storage,Product 385,679.87,3,0.1,92.31
ORD-104042,2023-12-07,2023-12-13,Second Class,CUST-5004,Customer 943,Home Office,United States,Los Angeles,Florida,69477,Central,PROD-2966,Technology,Phones,Product 370,940.09,8,0.1,149.16
ORD-104043,2024-09-10,2024-09-13,Same Day,CUST-2511,Customer 554,Home Office,United States,Los Angeles,California,46249,South,PROD-3836,Furniture,Furnishings,Product 386,34.39,9,0.2,1.25
ORD-104044,2024-11-23,2024-11-27,Standard Class,CUST-1469,Customer 817,Consumer,United States,Houston,Florida,53743,South,PROD-8446,Furniture,Tables,Product 459,197.67,3,0.0,50.98
ORD-104045,2023-03-29,2023-03-31,Same Day,CUST-5736,Customer 889,Consumer,United States,Chicago,New York,90445,East,PROD-2974,Technology,Copiers,Product 429,622.35,7,0.0,95.53
ORD-104046,2023-07-21,2023-07-24,First Class,CUST-9763,Customer 317,Corporate,United States,Los Angeles,New York,63421,West,PROD-8751,Office Supplies,Paper,Product 153,765.43,5,0.2,-25.67
ORD-104047,2021-01-08,2021-01-15,Second Class,CUST-3831,Customer 224,Home Office,United States,Chicago,Texas,17614,Central,PROD-4074,Furniture,Tables,Product 438,945.4,3,0.0,171.89
ORD-104048,2021-02-09,2021-02-16,First Class,CUST-2273,Customer 960,Consumer,United States,Miami,Texas,58474,South,PROD-9607,Technology,Accessories,Product 96,891.26,1,0.0,68.59
ORD-104049,2021-08-18,2021-08-19,Second Class,CUST-7672,Customer 572,Home Office,United States,New York City,Illinois,12976,East,PROD-7197,Technology,Copiers,Product 338,38.95,10,0.1,6.19
ORD-104050,2024-09-15,2024-09-22,Same Day,CUST-3421,Customer 590,Consumer,United States,Chicago,California,70461,South,PROD-7013,Office Supplies,Storage,Product 304,531.24,1,0.0,61.14
ORD-104051,2022-04-25,2022-04-29,Standard Class,CUST-4222,Customer 301,Home Office,United States,Miami,Florida,19735,East,PROD-9357,Furniture,Bookcases,Product 3,666.41,7,0.1,103.62
ORD-104052,2021-04-06,2021-04-08,Second Class,CUST-7767,Customer 722,Corporate,United States,New York City,Texas,55597,Central,PROD-2499,Office Supplies,Paper,Product 256,343.7,4,0.05,68.13
ORD-104053,2023-11-12,2023-11-14,First Class,CUST-9036,Customer 789,Corporate,United States,Chicago,Texas,39121,West,PROD-4245,Furniture,Furnishings,Product 397,938.58,4,0.05,119.44
ORD-104054,2022-12-02,2022-12-05,Second Class,CUST-8466,Customer 999,Consumer,United States,Los Angeles,Illinois,20142,South,PROD-9724,Furniture,Chairs,Product 253,555.2,7,0.05,130.18
ORD-104055,2021-09-17,2021-09-24,First Class,CUST-2419,Customer 912,Corporate,United States,Houston,California,59302,West,PROD-7451,Office Supplies,Paper,Product 236,524.27,8,0.0,62.22
ORD-104056,2022-01-16,2022-01-20,Standard Class,CUST-7683,Customer 273,Corporate,United States,Chicago,New York,53037,East,PROD-4019,Office Supplies,Storage,Product 187,606.65,8,0.2,-33.59
ORD-104057,2021-01-24,2021-01-26,Same Day,CUST-8730,Customer 456,Consumer,United States,Miami,Texas,95205,South,PROD-7462,Office Supplies,Accessories,Product 32,263.92,7,0.05,21.06
ORD-104058,2023-09-28,2023-10-02,Same Day,CUST-8949,Customer 931,Corporate,United States,Miami,Illinois,91375,Central,PROD-1490,Office Supplies,Storage,Product 498,61.34,5,0.05,3.4
ORD-104059,2021-07-12,2021-07-16,First Class,CUST-6170,Customer 474,Home Office,United States,Los Angeles,California,15034,Central,PROD-3031,Office Supplies,Paper,Product 121,280.82,1,0.05,19.76
ORD-104060,2024-09-09,2024-09-10,First Class,CUST-3322,Customer 415,Home Office,United States,Miami,New York,93483,West,PROD-7807,Furniture,Chairs,Product 330,833.15,9,0.1,-38.99
ORD-104061,2022-04-26,2022-05-03,First Class,CUST-9221,Customer 424,Corporate,United States,Chicago,California,39538,West,PROD-6374,Technology,Phones,Product 63,462.27,7,0.1,10.86
ORD-104062,2021-04-01,2021-04-05,Same Day,CUST-1935,Customer 116,Home Office,United States,Miami,California,13427,East,PROD-2106,Furniture,Chairs,Product 498,949.15,4,0.0,89.84
ORD-104063,2022-10-01,2022-10-02,Same Day,CUST-1787,Customer 458,Home Office,United States,Los Angeles,Florida,79485,Central,PROD-7134,Office Supplies,Accessories,Product 189,204.0,2,0.2,-21.68
ORD-104064,2024-05-01,2024-05-03,First Class,CUST-2813,Customer 275,Corporate,United States,Los Angeles,Illinois,19829,East,PROD-9320,Furniture,Tables,Product 372,651.18,1,0.05,99.06
ORD-104065,2024-01-04,2024-01-10,Same Day,CUST-7663,Customer 323,Consumer,United States,Houston,California,45234,South,PROD-5985,Office Supplies,Binders,Product 378,701.95,7,0.1,10.83
ORD-104066,2022-03-18,2022-03-25,First Class,CUST-2892,Customer 613,Home Office,United States,Los Angeles,California,76553,Central,PROD-7746,Office Supplies,Binders,Product 457,996.53,1,0.0,239.14
ORD-104067,2023-11-17,2023-11-19,Same Day,CUST-5657,Customer 492,Consumer,United States,New York City,Illinois,37939,East,PROD-3583,Office Supplies,Binders,Product 148,79.21,6,0.0,17.15
ORD-104068,2024-04-12,2024-04-17,First Class,CUST-2136,Customer 342,Corporate,United States,Chicago,Illinois,17217,South,PROD-8935,Technology,Copiers,Product 69,71.21,3,0.1,9.75
ORD-104069,2022-06-15,2022-06-21,Standard Class,CUST-3907,Customer 370,Consumer,United States,New York City,New York,19182,West,PROD-8990,Furniture,Chairs,Product 40,123.39,3,0.1,-4.39
ORD-104070,2021-05-14,2021-05-20,Same Day,CUST-2611,Customer 325,Consumer,United States,Miami,Illinois,54332,West,PROD-8660,Furniture,Bookcases,Product 322,138.91,1,0.1,-5.29
ORD-104071,2022-02-04,2022-02-11,Second Class,CUST-2136,Customer 781,Home Office,United States,Los Angeles,Florida,27472,South,PROD-3628,Office Supplies,Binders,Product 65,683.55,3,0.2,-81.21
ORD-104072,2022-12-02,2022-12-06,First Class,CUST-3266,Customer 684,Home Office,United States,New York City,California,68231,South,PROD-4673,Technology,Accessories,Product 108,721.96,3,0.05,143.45
ORD-104073,2021-02-14,2021-02-21,First Class,CUST-8187,Customer 259,Corporate,United States,Los Angeles,New York,41456,West,PROD-6935,Technology,Accessories,Product 8,419.67,1,0.05,88.22
ORD-104074,2022-06-25,2022-06-30,Second Class,CUST-8506,Customer 444,Home Office,United States,Chicago,Florida,67229,East,PROD-6704,Technology,Copiers,Product 269,387.3,8,0.0,94.93
ORD-104075,2023-04-05,2023-04-09,Same Day,CUST-4714,Customer 257,Home Office,United States,New York City,Illinois,73395,South,PROD-4949,Furniture,Tables,Product 61,159.34,1,0.2,8.88
ORD-104076,2024-06-23,2024-06-29,Standard Class,CUST-4300,Customer 831,Corporate,United States,Miami,Illinois,97792,Central,PROD-4532,Furniture,Furnishings,Product 141,428.92,3,0.0,72.23
ORD-104077,2022-11-27,2022-11-29,Same Day,CUST-2426,Customer 327,Corporate,United States,Chicago,Texas,63744,South,PROD-1663,Technology,Copiers,Product 48,167.87,9,0.1,0.22
ORD-104078,2023-12-30,2023-12-31,Same Day,CUST-4925,Customer 969,Consumer,United States,New York City,California,56057,Central,PROD-8357,Technology,Copiers,Product 301,765.1,3,0.0,88.83
ORD-104079,2023-12-09,2023-12-12,Same Day,CUST-9441,Customer 117,Home Office,United States,Los Angeles,Florida,25444,West,PROD-4490,Office Supplies,Storage,Product 220,486.02,1,0.2,41.4
ORD-104080,2022-04-06,2022-04-09,First Class,CUST-8038,Customer 224,Corporate,United States,Miami,Florida,27978,West,PROD-6704,Technology,Copiers,Product 419,654.11,4,0.2,-4.11
ORD-104081,2023-07-28,2023-08-01,Second Class,CUST-7735,Customer 794,Corporate,United States,Los Angeles,New York,14175,East,PROD-3480,Furniture,Bookcases,Product 54,537.39,4,0.1,-15.72
ORD-104082,2022-09-15,2022-09-18,Second Class,CUST-9209,Customer 225,Corporate,United States,Los Angeles,Florida,85265,South,PROD-3516,Technology,Accessories,Product 498,302.69,8,0.1,33.95
ORD-104083,2021-04-11,2021-04-15,Second Class,CUST-7369,Customer 718,Home Office,United States,Chicago,New York,90678,West,PROD-2707,Furniture,Furnishings,Product 439,225.76,8,0.05,43.88
ORD-104084,2022-11-26,2022-12-03,Standard Class,CUST-2511,Customer 349,Home Office,United States,Miami,California,73214,Central,PROD-5989,Office Supplies,Storage,Product 360,23.81,7,0.2,1.75
ORD-104085,2023-11-30,2023-12-04,Same Day,CUST-6727,Customer 883,Home Office,United States,New York City,New York,97564,Central,PROD-4260,Office Supplies,Storage,Product 393,74.25,2,0.2,-9.07
ORD-104086,2023-03-17,2023-03-24,Standard Class,CUST-5882,Customer 82,Corporate,United States,Miami,Florida,72526,South,PROD-5879,Technology,Copiers,Product 451,63.2,3,0.1,11.52
ORD-104087,2022-05-19,2022-05-20,Second Class,CUST-2368,Customer 986,Consumer,United States,New York City,Texas,92414,Central,PROD-2617,Furniture,Chairs,Product 292,102.92,1,0.2,3.42
ORD-104088,2021-02-28,2021-03-07,Second Class,CUST-4906,Customer 200,Consumer,United States,Chicago,New York,34932,West,PROD-7769,Technology,Phones,Product 148,163.59,1,0.2,1.78
ORD-104089,2024-12-05,2024-12-12,Second Class,CUST-3377,Customer 51,Home Office,United States,Miami,Florida,95539,South,PROD-4450,Technology,Accessories,Product 51,184.73,9,0.05,1.87
ORD-104090,2023-04-11,2023-04-16,Same Day,CUST-8141,Customer 346,Consumer,United States,Houston,New York,20702,South,PROD-9162,Technology,Accessories,Product 402,999.17,10,0.05,141.6
ORD-104091,2024-05-19,2024-05-20,Second Class,CUST-3443,Customer 218,Corporate,United States,Houston,New York,11165,South,PROD-1172,Office Supplies,Accessories,Product 389,834.15,3,0.2,-37.05
ORD-104092,2024-10-27,2024-10-30,Second Class,CUST-8110,Customer 109,Corporate,United States,Chicago,Illinois,56874,Central,PROD-7767,Technology,Phones,Product 320,731.79,8,0.05,6.53
ORD-104093,2024-06-07,2024-06-11,Second Class,CUST-4120,Customer 115,Corporate,United States,Miami,Illinois,74018,East,PROD-9862,Furniture,Bookcases,Product 173,658.39,9,0.2,-54.0
ORD-104094,2024-02-29,2024-03-02,First Class,CUST-7969,Customer 613,Corporate,United States,New York City,Illinois,93339,West,PROD-2703,Office Supplies,Paper,Product 87,383.23,3,0.05,81.88
ORD-104095,2023-11-22,2023-11-28,Second Class,CUST-1220,Customer 290,Consumer,United States,New York City,Illinois,76755,East,PROD-6143,Furniture,Bookcases,Product 383,288.11,4,0.0,28.62
ORD-104096,2021-05-17,2021-05-18,First Class,CUST-9975,Customer 13,Home Office,United States,Chicago,California,12989,West,PROD-5521,Furniture,Tables,Product 97,335.02,7,0.1,4.34
ORD-104097,2022-01-16,2022-01-23,First Class,CUST-1862,Customer 232,Corporate,United States,Miami,California,78406,East,PROD-5014,Furniture,Bookcases,Product 326,322.84,5,0.2,28.45
ORD-104098,2024-07-29,2024-07-31,Same Day,CUST-5820,Customer 813,Consumer,United States,Chicago,Illinois,28791,South,PROD-3186,Office Supplies,Binders,Product 160,446.85,9,0.05,36.41
ORD-104099,2021-08-07,2021-08-11,First Class,CUST-8259,Customer 87,Home Office,United States,New York City,California,74317,South,PROD-2521,Technology,Accessories,Product 230,656.87,2,0.1,54.78
ORD-104100,2022-02-13,2022-02-19,First Class,CUST-9926,Customer 939,Corporate,United States,New York City,Illinois,71182,East,PROD-2352,Office Supplies,Storage,Product 235,346.24,7,0.05,77.71
ORD-104101,2024-01-25,2024-01-29,Second Class,CUST-5498,Customer 866,Consumer,United States,Chicago,New York,24059,South,PROD-3210,Technology,Copiers,Product 296,850.82,2,0.05,57.6
ORD-104102,2023-06-04,2023-06-06,Standard Class,CUST-6292,Customer 227,Consumer,United States,Chicago,Texas,21964,Central,PROD-5688,Furniture,Furnishings,Product 223,588.84,9,0.0,110.83
ORD-104103,2024-12-02,2024-12-07,Standard Class,CUST-6323,Customer 943,Consumer,United States,Houston,New York,91000,West,PROD-7430,Office Supplies,Binders,Product 359,633.12,3,0.05,66.02
ORD-104104,2021-12-22,2021-12-29,First Class,CUST-5021,Customer 525,Consumer,United States,Miami,California,23735,West,PROD-9224,Office Supplies,Storage,Product 313,853.86,1,0.0,146.27
ORD-104105,2024-03-12,2024-03-13,Second Class,CUST-3688,Customer 77,Home Office,United States,New York City,Texas,89846,East,PROD-3169,Technology,Phones,Product 98,834.48,7,0.0,68.13
ORD-104106,2024-04-23,2024-04-27,First Class,CUST-3368,Customer 65,Consumer,United States,Houston,Texas,97047,Central,PROD-1363,Office Supplies,Accessories,Product 41,635.87,3,0.2,-30.24
ORD-104107,2023-08-01,2023-08-02,Same Day,CUST-8974,Customer 19,Home Office,United States,Los Angeles,New York,59864,East,PROD-1206,Technology,Machines,Product 4,897.02,8,0.0,196.4
ORD-104108,2022-10-20,2022-10-21,Same Day,CUST-8983,Customer 471,Corporate,United States,Chicago,Texas,78875,South,PROD-9907,Office Supplies,Paper,Product 44,897.63,5,0.2,-107.28
ORD-104109,2024-01-26,2024-01-31,Standard Class,CUST-9948,Customer 503,Corporate,United States,Chicago,Florida,64336,South,PROD-1415,Furniture,Furnishings,Product 499,154.39,6,0.05,3.23
ORD-104110,2024-03-15,2024-03-20,Standard Class,CUST-6035,Customer 677,Home Office,United States,Los Angeles,California,95289,East,PROD-4387,Furniture,Furnishings,Product 415,862.89,3,0.1,42.75
ORD-104111,2023-08-01,2023-08-07,Same Day,CUST-1738,Customer 742,Corporate,United States,Los Angeles,Illinois,35414,West,PROD-4697,Office Supplies,Storage,Product 238,155.26,6,0.05,2.61
ORD-104112,2022-11-09,2022-11-13,Same Day,CUST-2436,Customer 627,Corporate,United States,Houston,Illinois,91981,East,PROD-2035,Technology,Accessories,Product 476,385.55,3,0.0,29.13
ORD-104113,2023-07-15,2023-07-22,First Class,CUST-7744,Customer 456,Consumer,United States,Los Angeles,Texas,30627,Central,PROD-9933,Technology,Machines,Product 314,710.5,5,0.0,110.89
ORD-104114,2022-04-27,2022-04-29,Same Day,CUST-4282,Customer 249,Home Office,United States,Los Angeles,Texas,79004,Central,PROD-7529,Office Supplies,Storage,Product 391,581.07,4,0.1,75.73
ORD-104115,2024-12-29,2024-12-30,Standard Class,CUST-7394,Customer 616,Consumer,United States,Los Angeles,Texas,68705,South,PROD-5825,Furniture,Furnishings,Product 395,118.84,9,0.1,-2.64
ORD-104116,2023-11-19,2023-11-22,Second Class,CUST-5843,Customer 721,Home Office,United States,New York City,Florida,85429,West,PROD-4450,Furniture,Tables,Product 480,456.03,1,0.2,39.37
ORD-104117,2022-01-19,2022-01-26,Standard Class,CUST-2557,Customer 544,Home Office,United States,Houston,Illinois,56510,East,PROD-6339,Technology,Machines,Product 273,564.12,5,0.1,-15.62
ORD-104118,2024-12-15,2024-12-18,Same Day,CUST-7325,Customer 995,Home Office,United States,Chicago,Florida,31264,West,PROD-5155,Office Supplies,Storage,Product 484,605.62,9,0.05,38.61
ORD-104119,2021-08-31,2021-09-04,Second Class,CUST-1305,Customer 592,Consumer,United States,Chicago,Illinois,52913,Central,PROD-5363,Furniture,Furnishings,Product 256,269.8,4,0.0,31.87
ORD-104120,2021-04-30,2021-05-04,Standard Class,CUST-2420,Customer 940,Consumer,United States,Miami,Texas,32849,West,PROD-3594,Furniture,Furnishings,Product 342,489.67,7,0.2,-33.68
ORD-104121,2022-11-25,2022-11-27,Second Class,CUST-3365,Customer 736,Home Office,United States,New York City,New York,91474,South,PROD-2753,Technology,Accessories,Product 164,350.87,9,0.1,31.6
ORD-104122,2023-06-11,2023-06-14,First Class,CUST-5688,Customer 19,Corporate,United States,Los Angeles,Illinois,88244,Central,PROD-4021,Office Supplies,Binders,Product 409,511.61,2,0.2,-18.21
ORD-104123,2024-08-16,2024-08-17,First Class,CUST-2514,Customer 586,Consumer,United States,Houston,California,39662,South,PROD-6964,Office Supplies,Binders,Product 457,45.24,9,0.0,6.16
ORD-104124,2021-07-02,2021-07-03,Standard Class,CUST-1122,Customer 604,Consumer,United States,Miami,New York,98877,East,PROD-5005,Technology,Phones,Product 441,149.28,1,0.0,29.6
ORD-104125,2023-11-11,2023-11-12,Standard Class,CUST-1758,Customer 820,Home Office,United States,New York City,New York,45914,East,PROD-8352,Furniture,Furnishings,Product 36,122.22,5,0.05,3.01
ORD-104126,2024-02-27,2024-03-02,First Class,CUST-8675,Customer 982,Consumer,United States,Chicago,Texas,92016,East,PROD-7277,Technology,Machines,Product 73,748.56,9,0.1,-36.83
ORD-104127,2023-07-27,2023-08-03,Standard Class,CUST-1318,Customer 601,Corporate,United States,Los Angeles,New York,32253,South,PROD-4939,Technology,Machines,Product 147,578.23,2,0.05,87.23
ORD-104128,2021-07-12,2021-07-13,Standard Class,CUST-7577,Customer 780,Corporate,United States,Los Angeles,New York,65176,Central,PROD-3266,Furniture,Bookcases,Product 185,359.25,10,0.2,2.32
ORD-104129,2024-01-23,2024-01-24,Standard Class,CUST-5661,Customer 918,Consumer,United States,Los Angeles,California,61019,West,PROD-5192,Furniture,Chairs,Product 146,621.81,9,0.05,95.22
ORD-104130,2024-09-04,2024-09-06,First Class,CUST-7571,Customer 24,Corporate,United States,Chicago,Florida,88343,Central,PROD-1294,Furniture,Chairs,Product 129,840.49,9,0.0,67.55
ORD-104131,2021-01-03,2021-01-08,Second Class,CUST-1540,Customer 254,Home Office,United States,New York City,Texas,22213,South,PROD-8807,Furniture,Furnishings,Product 157,772.11,2,0.2,-10.48
ORD-104132,2021-07-18,2021-07-19,First Class,CUST-3414,Customer 123,Corporate,United States,Houston,Texas,15592,West,PROD-4242,Office Supplies,Binders,Product 278,459.78,4,0.0,107.92
ORD-104133,2024-09-25,2024-10-01,Standard Class,CUST-4889,Customer 316,Corporate,United States,Los Angeles,Florida,38546,Central,PROD-4009,Office Supplies,Accessories,Product 219,749.03,3,0.1,1.84
ORD-104134,2023-05-26,2023-06-01,Standard Class,CUST-7991,Customer 549,Consumer,United States,New York City,Illinois,31827,South,PROD-1956,Technology,Copiers,Product 53,572.44,4,0.05,12.32
ORD-104135,2021-05-19,2021-05-24,Standard Class,CUST-5020,Customer 565,Home Office,United States,Chicago,Florida,37079,East,PROD-7648,Technology,Copiers,Product 93,908.73,6,0.2,32.64
ORD-104136,2022-12-16,2022-12-22,Same Day,CUST-6637,Customer 218,Consumer,United States,Chicago,Illinois,44397,East,PROD-9855,Technology,Accessories,Product 84,777.18,3,0.05,74.06
ORD-104137,2023-12-12,2023-12-16,Standard Class,CUST-5443,Customer 837,Corporate,United States,Los Angeles,Illinois,20097,South,PROD-9377,Furniture,Tables,Product 473,716.29,8,0.05,88.55
ORD-104138,2024-08-21,2024-08-23,Standard Class,CUST-4261,Customer 501,Consumer,United States,Houston,Texas,13777,South,PROD-7975,Furniture,Chairs,Product 440,65.48,8,0.05,16.25
ORD-104139,2024-12-29,2025-01-01,Standard Class,CUST-1988,Customer 589,Home Office,United States,Los Angeles,Florida,19754,West,PROD-1072,Office Supplies,Paper,Product 304,299.72,3,0.05,2.08
ORD-104140,2022-10-25,2022-11-01,First Class,CUST-5437,Customer 679,Corporate,United States,Chicago,New York,98189,Central,PROD-2801,Furniture,Bookcases,Product 340,955.4,6,0.1,138.14
ORD-104141,2021-10-31,2021-11-04,Second Class,CUST-5922,Customer 741,Home Office,United States,Houston,New York,33557,East,PROD-2150,Technology,Phones,Product 212,327.95,4,0.2,7.16
ORD-104142,2021-11-25,2021-11-29,Second Class,CUST-6564,Customer 574,Home Office,United States,Los Angeles,Texas,65812,Central,PROD-1008,Technology,Machines,Product 477,565.51,10,0.0,165.2
